section_code,section_number,title,description,category,punishment,source
BNS-51,51,Liability of abettor when one act abetted and different act done,Section 51: Liability of abettor when one act abetted and different act done,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=51&orderno=
BNSS-51,51,Examination of accused by medical practitioner at request of police officer,Section 51: Examination of accused by medical practitioner at request of police officer,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=51&orderno=
EVIDENCE-51,51,Fact judicially noticeable need not be proved,Section 51: Fact judicially noticeable need not be proved,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=51&orderno=
BNSS-510,510,"Effect of omission to frame, or absence of, or error in, charge","Section 510: Effect of omission to frame, or absence of, or error in, charge",Of Attempts to Commit Offences,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=510&orderno=
BNSS-511,511,"Finding or sentence when reversible by reason of error, omission or irregularity","Section 511: Finding or sentence when reversible by reason of error, omission or irregularity",Of Attempts to Commit Offences,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=511&orderno=
BNSS-512,512,Defect or error not to make attachment unlawful,Section 512: Defect or error not to make attachment unlawful,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=512&orderno=
BNSS-513,513,Definitions,Section 513: Definitions,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=513&orderno=
BNSS-514,514,Bar to taking cognizance after lapse of period of limitation,Section 514: Bar to taking cognizance after lapse of period of limitation,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=514&orderno=
BNSS-515,515,Commencement of period of limitation,Section 515: Commencement of period of limitation,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=515&orderno=
BNSS-516,516,Exclusion of time in certain cases,Section 516: Exclusion of time in certain cases,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=516&orderno=
BNSS-517,517,Exclusion of date on which Court is closed,Section 517: Exclusion of date on which Court is closed,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=517&orderno=
BNSS-518,518,Continuing offence,Section 518: Continuing offence,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=518&orderno=
BNSS-519,519,Extension of period of limitation in certain cases,Section 519: Extension of period of limitation in certain cases,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=519&orderno=
BNS-52,52,Abettor when liable to cumulative punishment for act abetted and for act done,Section 52: Abettor when liable to cumulative punishment for act abetted and for act done,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=52&orderno=
BNSS-52,52,Examination of person accused of rape by medical practitioner,Section 52: Examination of person accused of rape by medical practitioner,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=52&orderno=
EVIDENCE-52,52,Facts of which Court shall take judicial notice,Section 52: Facts of which Court shall take judicial notice,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=52&orderno=
BNSS-520,520,Trials before High Courts,Section 520: Trials before High Courts,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=520&orderno=
BNSS-521,521,Delivery to commanding officers of persons liable to be tried by Court-martial,Section 521: Delivery to commanding officers of persons liable to be tried by Court-martial,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=521&orderno=
BNSS-522,522,Forms,Section 522: Forms,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=522&orderno=
BNSS-523,523,Power of High Court to make rules,Section 523: Power of High Court to make rules,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=523&orderno=
BNSS-524,524,Power to alter functions allocated to Executive Magistrate in certain cases,Section 524: Power to alter functions allocated to Executive Magistrate in certain cases,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=524&orderno=
BNSS-525,525,Cases in which Judge or Magistrate is personally interested,Section 525: Cases in which Judge or Magistrate is personally interested,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=525&orderno=
BNSS-526,526,Practising advocate not to sit as Magistrate in certain Courts,Section 526: Practising advocate not to sit as Magistrate in certain Courts,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=526&orderno=
BNSS-527,527,Public servant concerned in sale not to purchase or bid for property,Section 527: Public servant concerned in sale not to purchase or bid for property,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=527&orderno=
BNSS-528,528,Saving of inherent powers of High Court,Section 528: Saving of inherent powers of High Court,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=528&orderno=
BNSS-529,529,Duty of High Court to exercise continuous superintendence over Courts,Section 529: Duty of High Court to exercise continuous superintendence over Courts,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=529&orderno=
BNS-53,53,Liability of abettor for an effect caused by act abetted different from that intended by abettor,Section 53: Liability of abettor for an effect caused by act abetted different from that intended by abettor,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=53&orderno=
BNSS-53,53,Examination of arrested person by medical officer,Section 53: Examination of arrested person by medical officer,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=53&orderno=
EVIDENCE-53,53,Facts admitted need not be proved,Section 53: Facts admitted need not be proved,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=53&orderno=
BNSS-530,530,Trial and proceedings to be held in electronic mode,Section 530: Trial and proceedings to be held in electronic mode,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=530&orderno=
BNSS-531,531,Repeal and savings,Section 531: Repeal and savings,Miscellaneous,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=531&orderno=
BNS-54,54,Abettor present when offence is committed,Section 54: Abettor present when offence is committed,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=54&orderno=
BNSS-54,54,Identification of person arrested,Section 54: Identification of person arrested,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=54&orderno=
EVIDENCE-54,54,Proof of facts by oral evidence,Section 54: Proof of facts by oral evidence,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=54&orderno=
BNS-55,55,Abetment of offence punishable with death or imprisonment for life,Section 55: Abetment of offence punishable with death or imprisonment for life,General Exceptions,Imprisonment and/or Fine (as per statute),https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=55&orderno=
BNSS-55,55,Procedure when police officer deputes subordinate to arrest without warrant,Section 55: Procedure when police officer deputes subordinate to arrest without warrant,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=55&orderno=
EVIDENCE-55,55,Oral evidence to be direct,Section 55: Oral evidence to be direct,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=55&orderno=
BNS-56,56,Abetment of offence punishable with imprisonment,Section 56: Abetment of offence punishable with imprisonment,General Exceptions,Imprisonment and/or Fine (as per statute),https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=56&orderno=
BNSS-56,56,Health and safety of arrested person,Section 56: Health and safety of arrested person,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=56&orderno=
EVIDENCE-56,56,Proof of contents of documents,Section 56: Proof of contents of documents,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=56&orderno=
BNS-57,57,Abetting commission of offence by public or by more than ten persons,Section 57: Abetting commission of offence by public or by more than ten persons,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=57&orderno=
BNSS-57,57,Person arrested to be taken before Magistrate or officer in charge of police station,Section 57: Person arrested to be taken before Magistrate or officer in charge of police station,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=57&orderno=
EVIDENCE-57,57,Primary evidence,Section 57: Primary evidence,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=57&orderno=
BNS-58,58,Concealing design to commit offence punishable with death or imprisonment for life,Section 58: Concealing design to commit offence punishable with death or imprisonment for life,General Exceptions,Imprisonment and/or Fine (as per statute),https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=58&orderno=
BNSS-58,58,Person arrested not to be detained more than twenty-four hours,Section 58: Person arrested not to be detained more than twenty-four hours,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=58&orderno=
EVIDENCE-58,58,Secondary evidence,Section 58: Secondary evidence,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=58&orderno=
BNS-59,59,Public servant concealing design to commit offence which it is his duty to prevent,Section 59: Public servant concealing design to commit offence which it is his duty to prevent,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=59&orderno=
BNSS-59,59,Police to report apprehensions,Section 59: Police to report apprehensions,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=59&orderno=
EVIDENCE-59,59,Proof of documents by primary evidence,Section 59: Proof of documents by primary evidence,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=59&orderno=
BNS-6,6,Fractions of terms of punishment,Section 6: Fractions of terms of punishment,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=6&orderno=
BNSS-6,6,Classes of Criminal Courts,Section 6: Classes of Criminal Courts,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=6&orderno=
EVIDENCE-6,6,"Motive, preparation and previous or subsequent conduct","Section 6: Motive, preparation and previous or subsequent conduct",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=6&orderno=
BNS-60,60,Concealing design to commit offence punishable with imprisonment,Section 60: Concealing design to commit offence punishable with imprisonment,General Exceptions,Imprisonment and/or Fine (as per statute),https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=60&orderno=
BNSS-60,60,Discharge of person apprehended,Section 60: Discharge of person apprehended,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=60&orderno=
EVIDENCE-60,60,Cases in which secondary evidence relating to documents maybe given,Section 60: Cases in which secondary evidence relating to documents maybe given,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=60&orderno=
BNS-61,61,Criminal conspiracy,Section 61: Criminal conspiracy,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=61&orderno=
BNSS-61,61,"Power, on escape, to pursue and retake","Section 61: Power, on escape, to pursue and retake",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=61&orderno=
EVIDENCE-61,61,Electronic or digital record,Section 61: Electronic or digital record,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=61&orderno=
BNS-62,62,Punishment for attempting to commit offences punishable with imprisonment for life or other imprisonment,Section 62: Punishment for attempting to commit offences punishable with imprisonment for life or other imprisonment,General Exceptions,Imprisonment and/or Fine (as per statute),https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=62&orderno=
BNSS-62,62,Arrest to be made strictly according to Sanhita,Section 62: Arrest to be made strictly according to Sanhita,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=62&orderno=
EVIDENCE-62,62,Special provisions as to evidence relating to electronic record,Section 62: Special provisions as to evidence relating to electronic record,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=62&orderno=
BNS-63,63,Rape,Section 63: Rape,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=63&orderno=
BNSS-63,63,Form of summons,Section 63: Form of summons,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=63&orderno=
EVIDENCE-63,63,Admissibility of electronic records,Section 63: Admissibility of electronic records,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=63&orderno=
BNS-64,64,Punishment for rape,Section 64: Punishment for rape,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=64&orderno=
BNSS-64,64,Summons how served,Section 64: Summons how served,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=64&orderno=
EVIDENCE-64,64,Rules as to notice to produce,Section 64: Rules as to notice to produce,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=64&orderno=
BNS-65,65,Punishment for rape in certain cases,Section 65: Punishment for rape in certain cases,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=65&orderno=
BNSS-65,65,"Service of summons on corporate bodies, firms, and societies","Section 65: Service of summons on corporate bodies, firms, and societies",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=65&orderno=
EVIDENCE-65,65,Proof of signature and handwriting of person alleged to have signed or written document produced,Section 65: Proof of signature and handwriting of person alleged to have signed or written document produced,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=65&orderno=
BNS-66,66,Punishment for causing death or resulting in persistent vegetative state of victim,Section 66: Punishment for causing death or resulting in persistent vegetative state of victim,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=66&orderno=
BNSS-66,66,Service when persons summoned cannot be found,Section 66: Service when persons summoned cannot be found,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=66&orderno=
EVIDENCE-66,66,Proof as to electronic signature,Section 66: Proof as to electronic signature,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=66&orderno=
BNS-67,67,Sexual intercourse by husband upon his wife during separation,Section 67: Sexual intercourse by husband upon his wife during separation,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=67&orderno=
BNSS-67,67,Procedure when service cannot be effected as before provided,Section 67: Procedure when service cannot be effected as before provided,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=67&orderno=
EVIDENCE-67,67,Proof of execution of document required by law to be attested,Section 67: Proof of execution of document required by law to be attested,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=67&orderno=
BNS-68,68,Sexual intercourse by a person in authority,Section 68: Sexual intercourse by a person in authority,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=68&orderno=
BNSS-68,68,Service on Government servant,Section 68: Service on Government servant,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=68&orderno=
EVIDENCE-68,68,Proof where no attesting witness found,Section 68: Proof where no attesting witness found,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=68&orderno=
BNS-69,69,"Sexual intercourse by employing deceitful means, etc","Section 69: Sexual intercourse by employing deceitful means, etc",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=69&orderno=
BNSS-69,69,Service of summons outside local limits,Section 69: Service of summons outside local limits,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=69&orderno=
EVIDENCE-69,69,Admission of execution by party to attested document,Section 69: Admission of execution by party to attested document,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=69&orderno=
BNS-7,7,Sentence may be (in certain cases of imprisonment) wholly or partly rigorous or simple,Section 7: Sentence may be (in certain cases of imprisonment) wholly or partly rigorous or simple,General Exceptions,Imprisonment and/or Fine (as per statute),https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=7&orderno=
BNSS-7,7,Territorial divisions,Section 7: Territorial divisions,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=7&orderno=
EVIDENCE-7,7,Facts necessary to explain or introduce fact in issue or relevant facts,Section 7: Facts necessary to explain or introduce fact in issue or relevant facts,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=7&orderno=
BNS-70,70,Gang rape,Section 70: Gang rape,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=70&orderno=
BNSS-70,70,Proof of service in such cases and when serving officer not present,Section 70: Proof of service in such cases and when serving officer not present,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=70&orderno=
EVIDENCE-70,70,Proof when attesting witness denies execution,Section 70: Proof when attesting witness denies execution,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=70&orderno=
BNS-71,71,Punishment for repeat offenders,Section 71: Punishment for repeat offenders,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=71&orderno=
BNSS-71,71,Service of summons on witness,Section 71: Service of summons on witness,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=71&orderno=
EVIDENCE-71,71,Proof of document not required by law to be attested,Section 71: Proof of document not required by law to be attested,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=71&orderno=
BNS-72,72,"Disclosure of identity of victim of certain offences, etc","Section 72: Disclosure of identity of victim of certain offences, etc",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=72&orderno=
BNSS-72,72,Form of warrant of arrest and duration,Section 72: Form of warrant of arrest and duration,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=72&orderno=
EVIDENCE-72,72,"Comparison of signature, writing or seal with others admitted or proved","Section 72: Comparison of signature, writing or seal with others admitted or proved",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=72&orderno=
BNS-73,73,Printing or publishing any matter relating to Court proceedings without permission,Section 73: Printing or publishing any matter relating to Court proceedings without permission,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=73&orderno=
BNSS-73,73,Power to direct security to be taken,Section 73: Power to direct security to be taken,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=73&orderno=
EVIDENCE-73,73,Proof as to verification of digital signature,Section 73: Proof as to verification of digital signature,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=73&orderno=
BNS-74,74,Assault or use of criminal force to woman with intent to outrage her modesty,Section 74: Assault or use of criminal force to woman with intent to outrage her modesty,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=74&orderno=
BNSS-74,74,Warrants to whom directed,Section 74: Warrants to whom directed,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=74&orderno=
EVIDENCE-74,74,Public and private documents,Section 74: Public and private documents,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=74&orderno=
BNS-75,75,Sexual harassment,Section 75: Sexual harassment,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=75&orderno=
BNSS-75,75,Warrant may be directed to any person,Section 75: Warrant may be directed to any person,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=75&orderno=
EVIDENCE-75,75,Certified copies of public documents,Section 75: Certified copies of public documents,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=75&orderno=
BNS-76,76,Assault or use of criminal force to woman with intent to disrobe,Section 76: Assault or use of criminal force to woman with intent to disrobe,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=76&orderno=
BNSS-76,76,Warrant directed to police officer,Section 76: Warrant directed to police officer,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=76&orderno=
EVIDENCE-76,76,Proof of documents by production of certified copies,Section 76: Proof of documents by production of certified copies,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=76&orderno=
BNS-77,77,Voyeurism,Section 77: Voyeurism,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=77&orderno=
BNSS-77,77,Notification of substance of warrant,Section 77: Notification of substance of warrant,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=77&orderno=
EVIDENCE-77,77,Proof of other official documents,Section 77: Proof of other official documents,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=77&orderno=
BNS-78,78,Stalking,Section 78: Stalking,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=78&orderno=
BNSS-78,78,Person arrested to be brought before Court without delay,Section 78: Person arrested to be brought before Court without delay,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=78&orderno=
EVIDENCE-78,78,Presumption as to genuineness of certified copies,Section 78: Presumption as to genuineness of certified copies,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=78&orderno=
BNS-79,79,"Word, gesture or act intended to insult modesty of a woman","Section 79: Word, gesture or act intended to insult modesty of a woman",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=79&orderno=
BNSS-79,79,Where warrant may be executed,Section 79: Where warrant may be executed,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=79&orderno=
EVIDENCE-79,79,"Presumption as to documents produced as record of evidence, etc","Section 79: Presumption as to documents produced as record of evidence, etc",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=79&orderno=
BNS-8,8,"Amount of fine, liability in default of payment of fine, etc","Section 8: Amount of fine, liability in default of payment of fine, etc",General Exceptions,Imprisonment and/or Fine (as per statute),https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=8&orderno=
